id,name,parking,reserved,fee,latitude,longitude
10000,aldersyde petro-canada,20,False,False,50.695183,-113.886853
10001,athabasca petro-canada,0,False,False,54.721738,-113.288573
10002,bassano emmos esso,0,False,False,50.791287,-112.447865
10003,bonnyville petro-canada,0,False,False,54.271896,-110.762361
10004,brooks flying j fuel stop,20,False,False,50.572025,-111.870271
10005,brooks petro-canada,0,False,False,50.55409,-111.890048
10006,brooks petro-canada,0,False,False,0,0
10007,calgary calgary fuel stop,30,False,False,51.007746,-113.99944
10008,calgary flying j,128,False,False,50.950163,-113.978329
10009,calgary flying j can dealer,80,False,False,51.00919,-114.00238
10010,calgary flying j fuel stop,15,False,False,50.989619,-113.974642
10011,calgary husky travel centre,60,False,False,51.080604,-113.99935
10012,calgary petro-canada,15,False,False,50.998986,-113.960626
10013,calgary petro-canada,0,False,False,51.05231,-113.996943
10014,calgary petro-canada,15,False,False,51.087081,-114.473605
10015,calgary petro-canada,0,False,False,51.150907,-114.006867
10016,calgary road king travel centre,100,False,False,51.010196,-114.001976
10017,camrose petro-canada,0,False,False,53.007016,-112.833284
10018,carstairs petro-canada,0,False,False,51.571938,-114.097225
10019,clairmont husky travel centre,30,False,False,55.233422,-118.793213
10020,cluny wilsons service station,0,False,False,50.863408,-112.866801
10021,cold lake petro-canada,0,False,False,0,0
10022,coronation petro-canada,0,False,False,52.088875,-111.439079
10023,deadmans flat husky travel centre,0,False,False,51.096703,-115.354897
10024,drayton valley esso cardlock,0,False,False,53.226484,-114.978446
10025,drayton valley petro-canada,10,False,False,53.570562,-113.591723
10026,drumheller petro-canada,0,False,False,51.461209,-112.728773
10027,edmonton country boyz tempo,10,False,False,53.569116,-113.171761
10028,edmonton flying j can dealer,40,False,False,53.571632,-113.613213
10029,edmonton flying j cardlock,0,False,False,53.61787,-113.53018
10030,edmonton husky travel centre,0,False,False,53.563553,-113.765755
10031,edmonton petro-canada,100,False,False,53.51629,-113.418303
10032,edmonton petro-canada,0,False,False,53.542921,-113.768921
10033,edmonton petro-canada,0,False,False,53.563266,-113.760959
10034,edmonton petro-canada,0,False,False,53.570607,-113.591766
10035,edmonton petro-canada,20,False,False,53.58057,-113.433344
10036,edmonton west edmonton esso truck stop,5,False,False,53.569434,-113.609812
10037,edson petro-canada,15,False,False,53.576009,-116.457202
10038,falher petro-canada,0,False,False,56.234377,-117.343018
10039,fawcett fawcett truck stop,0,False,False,54.5416,-114.0948
10040,fort mackay petro-canada,15,False,False,0,0
10041,fort mckay petro-canada,0,False,False,0,0
10042,fort mcmurray petro-canada,0,False,False,56.66842,-111.344633
10043,fort mcmurray petro-canada,0,False,False,56.764756,-111.424713
10044,fort saskatchewan petro-canada,0,False,False,53.70777,-113.193941
10045,fox creek petro-canada,0,False,False,54.393002,-116.798959
10046,grande prairie petro-canada,0,False,False,55.16725,-118.837802
10047,grande prairie petro-canada,0,False,False,55.17154,-118.857287
10048,grande prairie petro-canada,36,False,False,55.205545,-118.792312
10049,grassland husky travel centre,0,False,False,54.8205,-112.6854
10050,hanna flying j can dealer,75,False,False,51.61932,-111.8497
10051,hardisty petro-canada,100,False,False,52.675712,-111.301125
10052,high level petro-canada,0,False,False,58.498504,-117.14756
10053,high prairie petro-canada,0,False,False,55.432958,-116.504517
10054,hinton husky travel centre,0,False,False,53.39442,-117.60352
10055,hinton petro-canada,10,False,False,53.396304,-117.600617
10056,hythe esso,0,False,False,55.330224,-119.558104
10057,lac la biche petro-canada,3,False,False,0,0
10058,leduc nisku truck stop,0,False,False,53.339239,-113.542488
10059,lethbridge petro-canada,15,False,False,49.700434,-112.79146
10060,lloydminster husky travel centre,0,False,False,53.278022,-110.026126
10061,lloydminster petro-canada,0,False,False,53.278481,-110.029911
10062,medicine hat flying j travel plaza,30,False,False,50.054621,-110.734791
10063,medicine hat husky travel centre,0,False,False,50.025225,-110.699953
10064,medicine hat petro-canada,52,False,False,50.022065,-110.709915
10065,milk river southgate gas plus,30,False,False,49.156324,-112.08988
10066,nanton flying j can dealer,3,False,False,50.3419,-113.766006
10067,nisku flying j fuel stop,0,False,False,53.338064,-113.542675
10068,nisku petro-canada,70,False,False,53.337357,-113.542349
10069,niton junction niton shell,8,False,False,53.618092,-115.769961
10070,olds petro-canada,6,False,False,51.795027,-114.096258
10071,peace river petro-canada,0,False,False,56.234418,-117.342997
10072,pincher creek hwy 3 and 6 husky,0,False,False,49.485271,-113.948059
10073,pincher creek petro-canada,0,False,False,49.485594,-113.932042
10074,provost petro-canada,0,False,False,52.352354,-110.261407
10075,red deer esso,0,False,False,52.316503,-113.836491
10076,red deer flying j fuel stop,0,False,False,52.28817,-113.84458
10077,red deer petro-canada,0,False,False,52.263548,-113.822823
10078,red deer petro-canada,26,False,False,52.314644,-113.840053
10079,red earth creek petro-canada,0,False,False,0,0
10080,redcliff petro-canada,0,False,False,50.076735,-110.761591
10081,redcliff transcanada truck stop,0,False,False,50.069776,-110.756521
10082,rocky mountain house esso,0,False,False,52.373097,-114.903946
10083,rocky mountain house petro-canada,50,False,False,52.370464,-114.909739
10084,rycroft flying j fuel stop,0,False,False,55.75839,-118.695
10085,sherwood park country boyz tempo wye road,0,False,False,53.504984,-113.050445
10086,sherwood park flying j,8,False,False,53.565884,-113.317796
10087,sherwood park roadking travel centre,3,False,False,53.566885,-113.323727
10088,slave lake petro-canada,142,False,False,55.292142,-114.761424
10089,stettler petro-canada,20,False,False,52.322763,-112.681081
10090,strathmore husky travel centre,0,False,False,51.039012,-113.388481
10091,strathmore petro-canada,0,False,False,51.038385,-113.394828
10092,strathmore shell canada,5,False,False,55.054186,-117.280051
10093,sundre petro-canada,0,False,False,0,0
10094,taber petro-canada,0,False,False,49.792693,-112.127538
10095,three hills petro-canada,0,False,False,51.706914,-113.255117
10096,two hills petro-canada,0,False,False,53.716025,-111.745999
10097,valleyview petro-canada,0,False,False,0,0
10098,vegreville petro-canada,0,False,False,0,0
10099,viking petro-canada,0,False,False,53.095106,-111.783078
10100,vulcan petro-canada,0,False,False,50.40596,-113.254281
10101,wainwright husky travel centre,0,False,False,52.8430532,-110.8517688
10102,walsh walsh shell,20,False,False,49.943611,-110.043118
10103,westlock petro-canada,0,False,False,54.152445,-113.844109
10104,wetaskiwin petro-canada,10,False,False,52.971283,-113.390279
10105,whitecourt petro-canada,0,False,False,54.131605,-115.666208
10106,whitecourt petro-canada,2,False,False,54.143245,-115.711484
10107,anchorage essential 1,0,False,False,61.136868,-149.879582
10108,anchorage holiday,0,False,False,61.124594,-149.864555
10109,anchorage holiday,3,False,False,61.18126,-149.867151
10110,anchorage holiday,3,False,False,61.217126,-149.853762
10111,anchorage holiday station,0,False,False,61.220931,-149.733273
10112,big lake fishers fuel,0,False,False,61.621128,-149.798091
10113,coldfoot coldfoot camp,0,False,False,67.25172,-150.178828
10114,delta junction buffalo center service,25,False,False,64.040743,-145.734871
10115,eagle eagle trading company,10,False,False,64.78757,-141.19957
10116,fairbanks hilltop truck stop,25,False,False,65.024256,-147.651392
10117,fairbanks holiday station,0,False,False,64.826271,-147.713521
10118,fairbanks parks highway truck stop,40,False,False,64.846566,-147.950492
10119,fairbanks sourdough fuel derby,25,False,False,64.852443,-147.750159
10120,fairbanks tesoro truck stop,0,False,False,64.813576,-147.709434
10121,glennallen glennallen fuel,5,False,False,62.114869,-145.495876
10122,glennallen hub of alaska,25,False,False,62.108256,-145.477408
10123,haines bigfoot auto service,25,False,False,59.237045,-135.471244
10124,healy fisher fuel,10,False,False,63.875805,-149.020647
10125,kasilof kasilof riverview tesoro,25,False,False,60.318101,-151.260652
10126,ninilchik chinook tesoro,0,False,False,60.039548,-151.675627
10127,soldotna big johns of soldotna,3,False,False,60.501225,-150.982491
10128,sunshine tesoro north #78,0,False,False,62.136292,-150.041908
10129,tok northern energy corp,0,False,False,63.142374,-143.252595
10130,tok northern energy corp,25,False,False,63.337423,-143.008354
10131,tok youngs chevron service,0,False,False,63.334917,-142.986447
10132,abbeville bp food mart,25,False,False,31.551855,-85.284056
10133,adamsville mk one stop,3,False,False,33.606332,-86.95697
10134,alexander city citgo,25,False,False,32.928118,-85.964733
10135,alexander city shop-n-fill,25,False,False,32.904497,-85.897455
10136,alexandria mapco,3,False,False,33.782772,-85.896625
10137,aliceville mcbride tire service center,2,False,False,33.129615,-88.159802
10138,altoona snead chevron,0,False,False,34.118876,-86.395718
10139,ashford inland truck stop,0,False,False,31.179828,-85.247894
10140,ashville ashville texaco,25,False,False,33.86476,-86.288516
10141,ashville bama chevron,0,False,False,33.863272,-86.287502
10142,atmore creek travel plaza,15,False,False,31.086293,-87.539173
10143,atmore diamond gasoline,25,False,False,31.029929,-87.496576
10144,atmore diamond gasoline,2,False,False,31.081644,-87.530607
10145,atmore rjs diamond gasoline,88,False,False,31.108851,-87.475198
10146,axis midway truck stop,0,False,False,30.936719,-88.025761
10147,bay minette minute stop 9,20,False,False,30.951575,-87.856251
10148,birmingham concoc finley,25,False,False,33.539172,-86.827906
10149,birmingham finley shell,25,False,False,33.542825,-86.824736
10150,birmingham flying j travel plaza,25,False,False,33.562502,-86.831128
10151,birmingham kangaroo express,10,False,False,33.551366,-86.782723
10152,birmingham pilot travel center,0,False,False,33.529903,-86.850799
10153,birmingham shell finley,157,False,True,33.542333,-86.82452
10154,blountsville spring valley super stop,10,False,False,34.165983,-86.516644
10155,boaz hilley 179 quick mart,100,False,False,34.188954,-86.189397
10156,boaz kangaroo express,0,False,False,34.217921,-86.157779
10157,boligee boligee truck stop,10,False,False,32.794266,-88.030246
10158,brent supermart #355,0,False,False,32.958689,-87.171258
10159,brewton diamond gasoline,0,False,False,31.136446,-87.069018
10160,brewton kangaroo express,0,False,False,31.201798,-87.310676
10161,brewton range shell,10,False,False,31.277368,-87.206299
10162,brewton yellow hammer travel center,0,False,False,31.200367,-87.311485
10163,brighton blue bird bp,30,False,False,33.443623,-86.930352
10164,brighton i-20/59 travel center,4,False,False,33.427161,-86.952323
10165,brookwood brookwood shell truck stop,60,False,False,33.19049,-87.299717
10166,brookwood marys travel center,25,False,False,33.19119,-87.299489
10167,brundidge chevron,15,False,False,31.720333,-85.83011
10168,brundidge hobo pantry,30,False,False,31.734424,-85.843151
10169,butler cocos 1,25,False,False,32.082035,-88.222834
10170,calera speed track,0,False,False,33.104351,-86.735707
10171,centre grub mart 13,0,False,False,34.156389,-85.697587
10172,chickasaw chicasaw shell,25,False,False,30.760992,-88.074062
10173,childersburg kangaroo express,20,False,False,33.282639,-86.361702
10174,citronelle bp,15,False,False,31.06376,-88.2341
10175,clanton allens food mart,0,False,False,32.843686,-86.597625
10176,clanton headco truck stop,0,False,False,32.885932,-86.624942
10177,clanton loves travel stop,3,False,False,32.843875,-86.591031
10178,clanton sunny foods,2,False,False,32.801368,-86.577062
10179,clanton the store,25,False,False,32.858299,-86.640175
10180,coffeeville gocos,80,False,True,31.755845,-88.085349
10181,collinsville bp food mart,0,False,False,34.275727,-85.880262
10182,cottondale pilot travel center,25,False,False,33.178379,-87.444993
10183,courtland sibley food n fuel,10,False,False,34.686157,-87.309679
10184,crossville kilpatrick quick mart,5,False,False,34.268585,-86.069824
10185,cuba rocking chair,75,False,False,0,0
10186,cullman good hope exxon,15,False,False,34.114977,-86.864968
10187,cullman jacks truck stop,2,False,False,34.115775,-86.86348
10188,cusseta bridges travel plaza,85,False,False,32.74471,-85.27959
10189,dadeville freedom fuel truck stop,0,False,False,32.843905,-85.777394
10190,daleville inland sun vahey,20,False,False,31.298549,-85.779896
10191,daleville inland sun valley,50,False,False,31.295189,-85.718026
10192,daphne cefco,10,False,False,30.656273,-87.85217
10193,decatur hills bp truck stop,25,False,False,34.601379,-87.035532
10194,decatur owens quik mart,0,False,False,34.598023,-87.046245
10195,decatur pilot travel center,0,False,False,34.538008,-86.912874
10196,demopolis diamond gasoline,25,False,False,32.503068,-87.821942
10197,demopolis parrs hwy 80 chevron,0,False,False,32.503523,-87.833055
10198,dothan flying j travel plaza,25,False,False,31.191816,-85.399735
10199,dothan hobo pantry,90,False,False,31.229188,-85.359821
10200,dothan kangaroo express,0,False,False,31.252691,-85.392073
10201,double springs taylor tire service,20,False,False,34.152413,-87.401809
10202,east brewton kangaroo express,158,False,False,31.096748,-87.064016
10203,elba sb food mart,0,False,False,31.303788,-86.037988
10204,elkmont elkmont truck stop,15,False,False,34.916697,-86.909452
10205,elrod macs travel plaza,25,False,False,33.282106,-87.801507
10206,emelle mm market,0,False,False,32.831869,-88.30933
10207,enterprise good to go,25,False,False,31.292503,-85.864977
10208,enterprise inland sun valley,30,False,False,31.334767,-85.859303
10209,eutaw mott oil,3,False,False,32.914009,-87.868246
10210,evergreen diamond gas,25,False,False,31.418665,-87.009143
10211,evergreen loves travel stop,25,False,False,31.419105,-87.00765
10212,evergreen owassa exxon,3,False,False,31.50755,-86.923821
10213,evergreen spirit travel center,25,False,False,31.4593,-86.968099
10214,fackler fackler texaco truck stop,20,False,False,34.77545929,-85.89340973
10215,falkville j-mart/322 truck stop,90,False,False,34.368082,-86.888495
10216,falkville loves travel stop,0,False,False,34.367333,-86.89353
10217,falkville truck stop,50,False,False,0,0
10218,fayette fowler oil,50,False,False,33.703087,-87.826703
10219,fayette handy-mart,25,False,False,33.669695,-87.835681
10220,fort payne circle k,100,False,False,34.438858,-85.756595
10221,fort payne kangaroo express,85,False,False,34.438201,-85.755614
10222,gadsden petro center,0,False,False,33.996617,-86.08344
10223,gadsden stephens express mart,0,False,False,33.861417,-86.042346
10224,good hope pilot travel center,8,False,False,34.115917,-86.863534
10225,grove hill diamond gasoline station,15,False,False,31.698473,-87.776554
10226,grove hill dunns exxon,162,True,False,31.687436,-87.779802
10227,grove hill dunns exxon,0,False,False,31.687467,-87.780112
10228,haleyville scotts kwik mart,70,False,False,34.245175,-87.58453
10229,hamilton martins food mart,2,False,False,34.1222,-88.041655
10230,hamilton moores sugar bend,15,False,False,34.138407,-87.909626
10231,hamilton moores super store,20,False,False,34.06781006,-87.97376251
10232,hanceville dodge city shell,25,False,False,34.051873,-86.869112
10233,hanceville parkers 1-65,2,False,False,33.948127,-86.871665
10234,hanceville petro center,3,False,False,34.05033112,-86.87207794
10235,hartford sun stop,30,False,False,31.096931,-85.708181
10236,headland hemdon,2,False,False,31.36006,-85.327314
10237,headland hobo pantry,40,False,False,31.356415,-85.327472
10238,heflin heflin texaco,312,True,False,33.654204,-85.5802
10239,heflin i-20 texaco,3,False,False,33.622977,-85.59446
10240,heflin shell truck center,0,False,False,33.64401,-85.500737
10241,heflin state line fuel center,25,False,False,33.646493,-85.505922
10242,heflin super mart,0,False,False,33.620074,-85.596259
10243,highland home highland home,10,False,False,31.959687,-86.311465
10244,hollywood hwy 72 fuel stop,20,False,False,34.710575,-85.970744
10245,hope hull flying j travel plaza,25,False,False,32.193847,-86.420881
10246,hope hull loves travel stop,0,False,False,32.19572,-86.41545
10247,hope hull saveway travel center,0,False,False,32.264047,-86.353688
10248,huntsville city fuel express,25,False,False,34.771826,-86.516214
10249,jackson bumpers oil,90,False,False,31.498261,-87.892106
10250,jackson citgo,85,False,False,31.547444,-87.879917
10251,jasper loves travel stop,50,False,False,33.791114,-87.23971
10252,jasper sprint mart,20,False,False,33.810532,-87.281106
10253,jemison jamison exxon,0,False,False,32.980887,-86.686496
10254,joppa 4 way quick stop,10,False,False,34.28504,-86.586984
10255,kansas crossroads bp,80,False,False,33.900926,-87.550592
10256,kellyton aii-n-1 exxon,25,False,False,32.96757,-86.009952
10257,knoxville kangaroo express,10,False,False,32.988904,-87.789434
10258,lillian lillian chevron,4,False,False,30.414452,-87.451377
10259,lincoln 77 fuel mart,25,False,False,33.597591,-86.118604
10260,lincoln gupta travel plaza,25,False,False,33.589975,-86.163233
10261,lincoln i-20 truck stop,8,False,False,33.58937454,-86.16374207
10262,lincoln pilot travel center,25,False,False,33.593084,-86.159808
10263,lincoln pilot travel center,20,False,False,33.593876,-86.122238
10264,lincoln ta travel center,35,False,False,33.58663177,-86.12506104
10265,linden diamond gasoline station,100,False,False,32.287409,-87.79657
10266,livingston l&b travel plaza,80,False,False,32.623507,-88.209143
10267,lowndesboro highway 80 np,30,False,False,32.270986,-86.512484
10268,loxley loves travel stop,40,False,False,30.654386,-87.759422
10269,loxley speedway,20,False,False,30.655133,-87.760282
10270,luverne luverne texaco,100,False,False,31.728997,-86.282281
10271,lynn moore natural bridge shell,4,False,False,34.085476,-87.594294
10272,maplesville shop n fill,50,False,False,32.769587,-86.880281
10273,maplesville triple g truck stop,10,False,False,32.798135,-86.910144
10274,mccalla caffee junction,10,False,True,33.245746,-87.136619
10275,mccalla flying j travel plaza,25,False,False,33.322,-87.047
10276,mccalla loves travel stop,25,False,False,33.279526,-87.09762
10277,mccalla package 97,0,False,False,33.244872,-87.138328
10278,mccalla petro center,150,False,False,33.279382,-87.092271
10279,midland city 231 truck stop,60,False,True,31.294811,-85.477421
10280,millport mikes 1 stop,25,False,False,33.565729,-88.042219
10281,mobile express truck wash fuel,255,True,False,30.74222,-88.110744
10282,mobile exxon,20,False,False,30.71605,-88.134958
10283,mobile ta travel center,25,False,False,30.498421,-88.333415
10284,monroeville hemdon oil 157,25,False,False,31.485137,-87.157251
10285,montgomery byrds pit stop,5,False,False,32.370417,-86.373805
10286,montgomery montgomery marathon,89,True,False,32.296484,-86.195529
10287,montgomery ta travel center,25,False,False,32.327703,-86.332562
10288,moody brompton chevron,0,False,False,33.576781,-86.476577
10289,moody loves travel stop,6,False,False,33.575347,-86.477547
10290,moulton cowboys,125,True,False,34.464118,-87.254325
10291,moulton shelton jiffy mart,100,False,False,34.514121,-87.291984
10292,mt vernon ocs quick stop,90,False,True,31.123314,-88.009631
10293,muscle shoals happys chevron 3,0,False,False,34.758852,-87.632238
10294,muscle shoals loves travel stop,6,False,False,34.697997,-87.633607
10295,opelika circle k,3,False,False,32.64409,-85.348931
10296,opelika joes grocery,25,False,False,32.674315,-85.334143
10297,opelika m m grocery,80,False,False,32.602788,-85.340103
10298,opp hobo pantry,8,False,False,31.26935,-86.248905
10299,owassa owassa bp,25,False,False,31.504292,-86.922447
10300,oxford kangaroo express,0,False,False,33.602522,-85.833318
10301,ozark hobo pantry,0,False,False,31.439393,-85.643015
10302,ozark kangaroo express,5,False,False,31.425092,-85.617793
10303,ozark loves travel stop,10,False,False,31.427464,-85.619987
10304,ozark usa travel center,0,False,False,31.467061,-85.674998
10305,pelham allens food mart,25,False,False,33.276781,-86.793154
10306,pelham kangaroo express,70,False,False,33.336401,-86.780996
10307,pelham the store,25,False,False,33.335164,-86.783094
10308,perdido diamond gasoline,14,False,True,31.020048,-87.657724
10309,phenix city citgo truck plaza,5,False,False,32.453218,-85.013459
10310,pine hill econ,25,False,False,31.983792,-87.580031
10311,prichard loves travel stop,1,False,False,30.740619,-88.110842
10312,river falls inland sun valley,50,False,False,31.348725,-86.534972
10313,roanoke welch one stop,0,False,False,33.088072,-85.337849
10314,robertsdale oasis travel center,80,False,False,30.63036,-87.61551
10315,satsuma pilot travel center,2,False,False,30.872181,-88.046418
10316,scottsboro goosepond bp food mart,5,False,False,34.609892,-86.069395
10317,scottsboro kangaroo express,60,False,False,34.641081,-86.049482
10318,Selma Crossroads Exxon,125,False,False,32.434166,-87.062242
10319,Selma Jones Truck Stop,25,False,False,32.434056,-87.061281
10320,Selma Mr Roys Convenience Store,20,False,False,32.43292,-87.042983
10321,Selma Petro Food Gas,35,False,False,32.354132,-86.969207
10322,Semmes Circle K,30,False,False,30.818926,-88.2588386
10323,Shorter Loves Travel Stop,5,False,False,32.405393,-85.95731
10324,Shorter Petro Center,25,False,False,32.40588,-85.956023
10325,Shorter Tiger Pride LLC,5,False,False,32.425819,-85.89858
10326,Silas Cocos 3,100,False,False,31.778198,-88.328354
10327,Snead Snead BP,50,True,False,34.119507,-86.394871
10328,Snead Snead Chevron,10,False,False,34.119621,-86.396076
10329,Snead Steves Mini Mart,5,False,False,34.118738,-86.393712
10330,Steele Loves Travel Stop,25,False,False,33.933293,-86.191211
10331,Steele Steele City Truck Stop,1,False,False,33.934376,-86.195795
10332,Sylacauga Allens Food Mart,3,False,False,33.165819,-86.277551
10333,Sylacauga Shop N Fill,90,False,False,33.110447,-86.234296
10334,Theodore Pilot Travel Center,50,False,False,30.559286,-88.205323
10335,Theodore Stop N Shop,10,False,False,30.553936,-88.124232
10336,thomasville cesco 485,0,False,False,31.945718,-87.738427
10337,thomasville circle b,65,False,False,31.937985,-87.737458
10338,thomasville cuzzs,20,False,False,31.946337,-87.738577
10339,troy flash mart,0,False,False,31.777609,-85.937727
10340,troy kangaroo express,0,False,False,31.790638,-85.974822
10341,tuscaloosa food mart 9,25,False,False,33.19714,-87.595411
10342,tuscaloosa kangaroo express,5,False,False,33.146478,-87.545093
10343,tuscaloosa pilot travel center,0,False,False,33.172914,-87.478337
10344,tuscaloosa ta travel center,25,False,False,33.176856,-87.446451
10345,tuscumbia arnolds truck stop,5,False,False,34.70118,-87.645913
10346,tuscumbia happys,125,False,False,34.717003,-87.695753
10347,tuscumbia quik mart,151,True,False,34.710741,-87.666362
10348,tuscumbia quik stop,37,False,False,34.716334,-87.689224
10349,tuscumbia sprint mart,0,False,False,34.709506,-87.744414
10350,tuskegee torch 85 truck stop,0,False,False,32.490079,-85.637101
10351,union springs greenway express,12,False,False,32.143467,-85.713425
10352,valley spectrum,30,False,False,32.820631,-85.212095
10353,verbena shop n fill,50,False,False,32.740917,-86.538192
10354,wadley home town market,0,False,False,33.116038,-85.550415
10355,webb exprezit citgo,15,False,False,31.25851,-85.275617
10356,wetumpka hdley mart 4,25,False,False,32.554131,-86.215498
10357,wills crossroads jps general store,25,False,False,31.556907,-85.179866
10358,winfield token,0,False,False,33.987517,-87.77656
10359,york york truck plaza,25,False,False,32.518158,-88.298312
10360,alma alma travel mart,0,False,False,35.487726,-94.225532
10361,alma hilltop travel center,80,False,False,35.539385,-94.228817
10362,alma loves travel stop,80,False,False,35.53994,-94.235832
10363,arkadelphia valero t-ricks,2,False,False,34.23433,-93.006197
10364,ashdown road mart,50,False,False,33.662542,-94.119638
10365,atkins blackwell travel center,55,False,False,35.221265,-92.826124
10366,augusta food fast,10,False,False,35.293399,-91.368007
10367,augusta valero,25,False,False,35.293417,-91.357557
10368,bald knob bald knob travel center,100,False,False,35.323428,-91.56125
10369,bald knob on the run lexxon),3,False,False,35.32146,-91.561519
10370,batesville exxon,5,False,False,35.787915,-91.64176
10371,batesville tiger mart 102,40,False,False,35.736229,-91.638895
10372,bee branch jp flash market,40,False,False,35.472765,-92.418082
10373,beebe exxon auto truck center 101,15,False,False,35.068591,-91.908081
10374,benton jjs truck stop,25,False,False,34.483342,-92.725649
10375,benton pilot travel center,25,False,False,34.608372,-92.533303
10376,bentonville e-z mart 425,25,False,False,36.356718,-94.184337
10377,bentonville fastrip 25,150,False,True,36.369997,-94.221008
10378,black rock kum go,70,False,False,36.10437,-91.099664
10379,blytheville exxon,9,False,False,35.88911,-89.918965
10380,blytheville exxon,0,False,False,35.888502,-89.918487
10381,blytheville flash market,5,False,False,35.928676,-89.878738
10382,blytheville loves travel stop,3,False,False,35.885131,-89.918335
10383,boles freds truck stop,40,False,False,34.752098,-94.076077
10384,brinkley flash market,0,False,False,34.911867,-91.195428
10385,brinkley flash market 49,94,False,False,0,0
10386,bryant speedzone conoco,25,False,False,34.616729,-92.498992
10387,cabot exxon travel center,0,False,False,34.951404,-92.06721
10388,caddo valley jordans kwik stop,0,False,False,34.20605,-93.079059
10389,caddo valley jordans kwk stop,4,False,True,34.188954,-93.072241
10390,caddo valley pilot travel center,8,False,False,34.18706,-93.071372
10391,camden gas mart,25,False,False,33.614199,-92.771628
10392,camden horizon food-gas in,25,False,False,33.587042,-92.878358
10393,camden pit stop,25,False,False,33.556623,-92.827237
10394,carlisle conoco auto truck stop,75,False,False,34.796164,-91.751298
10395,choctaw citgo fuel stop,25,False,False,35.527974,-92.44221
10396,clarksville exit 57 auto truck express,3,False,False,35.456664,-93.483069
10397,clarksville exxon tigermart autotruck center,20,False,False,35.463418,-93.522394
10398,clarksville hwy 1 09 truck plaza,25,False,True,35.426143,-93.529008
10399,clinton flash market 46,25,False,False,35.596164,-92.458319
10400,conway mapco express,15,False,False,35.066109,-92.422598
10401,crossett pd one stop,25,False,False,33.134992,-91.966645
10402,crossett road mart,50,False,False,33.136497,-91.953883
10403,de valls bluff break time,2,False,False,34.786224,-91.457843
10404,de witt conoco 1 stop,0,False,False,34.282433,-91.332673
10405,dermott flash market 104,25,False,False,0,0
10406,dierks wards fuel stop,25,False,False,34.116372,-94.021946
10407,dumas cashs travel plaza,0,False,False,33.901477,-91.492613
10408,dumas matthews little store,25,False,False,33.903527,-91.49353
10409,earle shell lake travel center,0,False,False,35.14402,-90.489192
10410,earle ta travel center,0,False,False,35.136212,-90.48799
10411,east camden murphy convenience center,25,False,False,33.611187,-92.755165
10412,el dorado missile mart,25,False,False,33.208066,-92.718999
10413,el dorado missile mart1,5,False,False,33.257042,-92.645252
10414,el dorado mobil expressway,170,True,False,33.213693,-92.632943
10415,el dorado t-models pit stop,3,False,False,33.196106,-92.692154
10416,fayetteville tobos 66,25,False,False,35.997173,-94.198245
10417,fordyce baileys super store,30,False,False,0,0
10418,fordyce circle n,15,False,False,33.824187,-92.426905
10419,fort smith diamond shamrock,8,False,False,35.403773,-94.367687
10420,fort smith rons,45,False,False,35.279461,-94.375676
10421,fort smith short stop truck stop,0,False,False,35.314192,-94.401382
10422,fulton red river truck stop,15,False,False,33.612475,-93.80241
10423,gassville flash market,0,False,False,36.283899,-92.490389
10424,gassville on the run,25,False,False,36.287194,-92.482149
10425,gillham e-zmart39,50,False,False,0,0
10426,glencoe j and p flash market,5,False,False,36.293345,-91.745238
10427,glenwood cattlemens trail stop,25,False,False,34.321288,-93.548526
10428,green forest powells one stop,25,False,False,36.338816,-93.458809
10429,greenbrier colts quick draw,0,False,False,35.260005,-92.387444
10430,gurdon southfork truck stop,10,False,False,33.998534,-93.184127
10431,hampton missile mart 2,10,False,False,33.537573,-92.4698
10432,harrison white oak station truck travel plaza,10,False,False,36.190542,-93.030672
10433,hazen t ricks,15,False,False,34.815953,-91.566841
10434,hensley forest tower food mart,150,False,False,34.4840968,-92.34859
10435,hermitage hermitage shell,25,False,False,33.452723,-94.026678
10436,hope triple j shell,15,False,False,33.693379,-93.599289
10437,huntsville kings river country store,25,False,False,36.1392,-93.584386
10438,jonesboro loves travel stop,25,False,False,35.805002,-90.636259
10439,jonesboro snappy mart 1 9,25,False,False,35.80450821,-90.6251297
10440,lake village loves travel stop,10,False,False,33.330293,-91.292575
10441,lake village ricks express,25,False,False,33.300637,-91.279094
10442,leslie wades,80,False,False,35.827541,-92.561924
10443,little rock county line superstop,70,False,False,34.642045,-92.442876
10444,little rock dlxon rd exxon,0,False,False,34.672049,-92.264342
10445,little rock double bs truck stop,25,False,False,34.718486,-92.189132
10446,little rock flash market,25,False,False,34.653818,-92.305417
10447,little rock loves travel stop,10,False,False,34.656157,-92.412554
10448,little rock phillips 66,2,False,False,34.713858,-92.19013
10449,little rock the crackerbox,70,False,False,34.714157,-92.188849
10450,lonoke crackerbox 35,25,False,False,34.80651,-91.885733
10451,lowell workmans plaza,25,False,False,36.254732,-94.152818
10452,magnolia magnolia shell super stop,25,False,False,33.296378,-93.212862
10453,magnolia magnolia travel center,20,False,False,33.295951,-93.251579
10454,malvern phillips 66,10,False,False,34.393454,-92.828422
10455,malvern superstop,20,False,False,34.389224,-92.829036
10456,malvern winners circle,4,False,False,34.393788,-92.828916
10457,mansfield 71 express,3,False,False,35.064396,-94.247041
10458,marion fast mart,25,False,False,35.261564,-90.226378
10459,marion mapco,15,False,False,35.210528,-90.205467
10460,marion pjs country store,25,False,False,35.146452,-90.15706
