id,name,parking,reserved,fee,latitude,longitude,type
0,aldersyde petro-canada,20,False,False,50.695183,-113.886853,1
1,athabasca petro-canada,0,False,False,54.721738,-113.288573,0
2,bassano emmos esso,0,False,False,50.791287,-112.447865,0
3,bonnyville petro-canada,0,False,False,54.271896,-110.762361,0
4,brooks flying j fuel stop,20,False,False,50.572025,-111.870271,1
5,brooks petro-canada,0,False,False,50.55409,-111.890048,0
6,brooks petro-canada,0,False,False,0,0,0
7,calgary calgary fuel stop,30,False,False,51.007746,-113.99944,1
8,calgary flying j,128,False,False,50.950163,-113.978329,1
9,calgary flying j can dealer,80,False,False,51.00919,-114.00238,1
10,calgary flying j fuel stop,15,False,False,50.989619,-113.974642,1
11,calgary husky travel centre,60,False,False,51.080604,-113.99935,1
12,calgary petro-canada,15,False,False,50.998986,-113.960626,1
13,calgary petro-canada,0,False,False,51.05231,-113.996943,0
14,calgary petro-canada,15,False,False,51.087081,-114.473605,1
15,calgary petro-canada,0,False,False,51.150907,-114.006867,0
16,calgary road king travel centre,100,False,False,51.010196,-114.001976,1
17,camrose petro-canada,0,False,False,53.007016,-112.833284,0
18,carstairs petro-canada,0,False,False,51.571938,-114.097225,0
19,clairmont husky travel centre,30,False,False,55.233422,-118.793213,1
20,cluny wilsons service station,0,False,False,50.863408,-112.866801,0
21,cold lake petro-canada,0,False,False,0,0,0
22,coronation petro-canada,0,False,False,52.088875,-111.439079,0
23,deadmans flat husky travel centre,0,False,False,51.096703,-115.354897,0
24,drayton valley esso cardlock,0,False,False,53.226484,-114.978446,0
25,drayton valley petro-canada,10,False,False,53.570562,-113.591723,1
26,drumheller petro-canada,0,False,False,51.461209,-112.728773,0
27,edmonton country boyz tempo,10,False,False,53.569116,-113.171761,1
28,edmonton flying j can dealer,40,False,False,53.571632,-113.613213,1
29,edmonton flying j cardlock,0,False,False,53.61787,-113.53018,0
30,edmonton husky travel centre,0,False,False,53.563553,-113.765755,0
31,edmonton petro-canada,100,False,False,53.51629,-113.418303,1
32,edmonton petro-canada,0,False,False,53.542921,-113.768921,0
33,edmonton petro-canada,0,False,False,53.563266,-113.760959,0
34,edmonton petro-canada,0,False,False,53.570607,-113.591766,0
35,edmonton petro-canada,20,False,False,53.58057,-113.433344,1
36,edmonton west edmonton esso truck stop,5,False,False,53.569434,-113.609812,0
37,edson petro-canada,15,False,False,53.576009,-116.457202,1
38,falher petro-canada,0,False,False,56.234377,-117.343018,0
39,fawcett fawcett truck stop,0,False,False,54.5416,-114.0948,0
40,fort mackay petro-canada,15,False,False,0,0,1
41,fort mckay petro-canada,0,False,False,0,0,0
42,fort mcmurray petro-canada,0,False,False,56.66842,-111.344633,0
43,fort mcmurray petro-canada,0,False,False,56.764756,-111.424713,0
44,fort saskatchewan petro-canada,0,False,False,53.70777,-113.193941,0
45,fox creek petro-canada,0,False,False,54.393002,-116.798959,0
46,grande prairie petro-canada,0,False,False,55.16725,-118.837802,0
47,grande prairie petro-canada,0,False,False,55.17154,-118.857287,0
48,grande prairie petro-canada,36,False,False,55.205545,-118.792312,1
49,grassland husky travel centre,0,False,False,54.8205,-112.6854,0
50,hanna flying j can dealer,75,False,False,51.61932,-111.8497,1
51,hardisty petro-canada,100,False,False,52.675712,-111.301125,1
52,high level petro-canada,0,False,False,58.498504,-117.14756,0
53,high prairie petro-canada,0,False,False,55.432958,-116.504517,0
54,hinton husky travel centre,0,False,False,53.39442,-117.60352,0
55,hinton petro-canada,10,False,False,53.396304,-117.600617,1
56,hythe esso,0,False,False,55.330224,-119.558104,0
57,lac la biche petro-canada,3,False,False,0,0,0
58,leduc nisku truck stop,0,False,False,53.339239,-113.542488,0
59,lethbridge petro-canada,15,False,False,49.700434,-112.79146,1
60,lloydminster husky travel centre,0,False,False,53.278022,-110.026126,0
61,lloydminster petro-canada,0,False,False,53.278481,-110.029911,0
62,medicine hat flying j travel plaza,30,False,False,50.054621,-110.734791,1
63,medicine hat husky travel centre,0,False,False,50.025225,-110.699953,0
64,medicine hat petro-canada,52,False,False,50.022065,-110.709915,1
65,milk river southgate gas plus,30,False,False,49.156324,-112.08988,1
66,nanton flying j can dealer,3,False,False,50.3419,-113.766006,0
67,nisku flying j fuel stop,0,False,False,53.338064,-113.542675,0
68,nisku petro-canada,70,False,False,53.337357,-113.542349,1
69,niton junction niton shell,8,False,False,53.618092,-115.769961,1
70,olds petro-canada,6,False,False,51.795027,-114.096258,1
71,peace river petro-canada,0,False,False,56.234418,-117.342997,0
72,pincher creek hwy 3 and 6 husky,0,False,False,49.485271,-113.948059,0
73,pincher creek petro-canada,0,False,False,49.485594,-113.932042,0
74,provost petro-canada,0,False,False,52.352354,-110.261407,0
75,red deer esso,0,False,False,52.316503,-113.836491,0
76,red deer flying j fuel stop,0,False,False,52.28817,-113.84458,0
77,red deer petro-canada,0,False,False,52.263548,-113.822823,0
78,red deer petro-canada,26,False,False,52.314644,-113.840053,1
79,red earth creek petro-canada,0,False,False,0,0,0
80,redcliff petro-canada,0,False,False,50.076735,-110.761591,0
81,redcliff transcanada truck stop,0,False,False,50.069776,-110.756521,0
82,rocky mountain house esso,0,False,False,52.373097,-114.903946,0
83,rocky mountain house petro-canada,50,False,False,52.370464,-114.909739,1
84,rycroft flying j fuel stop,0,False,False,55.75839,-118.695,0
85,sherwood park country boyz tempo wye road,0,False,False,53.504984,-113.050445,0
86,sherwood park flying j,8,False,False,53.565884,-113.317796,1
87,sherwood park roadking travel centre,3,False,False,53.566885,-113.323727,0
88,slave lake petro-canada,142,False,False,55.292142,-114.761424,1
89,stettler petro-canada,20,False,False,52.322763,-112.681081,1
90,strathmore husky travel centre,0,False,False,51.039012,-113.388481,0
91,strathmore petro-canada,0,False,False,51.038385,-113.394828,0
92,strathmore shell canada,5,False,False,55.054186,-117.280051,0
93,sundre petro-canada,0,False,False,0,0,0
94,taber petro-canada,0,False,False,49.792693,-112.127538,0
95,three hills petro-canada,0,False,False,51.706914,-113.255117,0
96,two hills petro-canada,0,False,False,53.716025,-111.745999,0
97,valleyview petro-canada,0,False,False,0,0,0
98,vegreville petro-canada,0,False,False,0,0,0
99,viking petro-canada,0,False,False,53.095106,-111.783078,0
100,vulcan petro-canada,0,False,False,50.40596,-113.254281,0
101,wainwright husky travel centre,0,False,False,52.8430532,-110.8517688,0
102,walsh walsh shell,20,False,False,49.943611,-110.043118,1
103,westlock petro-canada,0,False,False,54.152445,-113.844109,0
104,wetaskiwin petro-canada,10,False,False,52.971283,-113.390279,1
105,whitecourt petro-canada,0,False,False,54.131605,-115.666208,0
106,whitecourt petro-canada,2,False,False,54.143245,-115.711484,0
107,anchorage essential 1,0,False,False,61.136868,-149.879582,0
108,anchorage holiday,0,False,False,61.124594,-149.864555,0
109,anchorage holiday,3,False,False,61.18126,-149.867151,0
110,anchorage holiday,3,False,False,61.217126,-149.853762,0
111,anchorage holiday station,0,False,False,61.220931,-149.733273,0
112,big lake fishers fuel,0,False,False,61.621128,-149.798091,0
113,coldfoot coldfoot camp,0,False,False,67.25172,-150.178828,0
114,delta junction buffalo center service,25,False,False,64.040743,-145.734871,1
115,eagle eagle trading company,10,False,False,64.78757,-141.19957,1
116,fairbanks hilltop truck stop,25,False,False,65.024256,-147.651392,1
117,fairbanks holiday station,0,False,False,64.826271,-147.713521,0
118,fairbanks parks highway truck stop,40,False,False,64.846566,-147.950492,1
119,fairbanks sourdough fuel derby,25,False,False,64.852443,-147.750159,1
120,fairbanks tesoro truck stop,0,False,False,64.813576,-147.709434,0
121,glennallen glennallen fuel,5,False,False,62.114869,-145.495876,0
122,glennallen hub of alaska,25,False,False,62.108256,-145.477408,1
123,haines bigfoot auto service,25,False,False,59.237045,-135.471244,1
124,healy fisher fuel,10,False,False,63.875805,-149.020647,1
125,kasilof kasilof riverview tesoro,25,False,False,60.318101,-151.260652,1
126,ninilchik chinook tesoro,0,False,False,60.039548,-151.675627,0
127,soldotna big johns of soldotna,3,False,False,60.501225,-150.982491,0
128,sunshine tesoro north #78,0,False,False,62.136292,-150.041908,0
129,tok northern energy corp,0,False,False,63.142374,-143.252595,0
130,tok northern energy corp,25,False,False,63.337423,-143.008354,1
131,tok youngs chevron service,0,False,False,63.334917,-142.986447,0
132,abbeville bp food mart,25,False,False,31.551855,-85.284056,1
133,adamsville mk one stop,3,False,False,33.606332,-86.95697,0
134,alexander city citgo,25,False,False,32.928118,-85.964733,1
135,alexander city shop-n-fill,25,False,False,32.904497,-85.897455,1
136,alexandria mapco,3,False,False,33.782772,-85.896625,0
137,aliceville mcbride tire service center,2,False,False,33.129615,-88.159802,0
138,altoona snead chevron,0,False,False,34.118876,-86.395718,0
139,ashford inland truck stop,0,False,False,31.179828,-85.247894,0
140,ashville ashville texaco,25,False,False,33.86476,-86.288516,1
141,ashville bama chevron,0,False,False,33.863272,-86.287502,0
142,atmore creek travel plaza,15,False,False,31.086293,-87.539173,1
143,atmore diamond gasoline,25,False,False,31.029929,-87.496576,1
144,atmore diamond gasoline,2,False,False,31.081644,-87.530607,0
145,atmore rjs diamond gasoline,88,False,False,31.108851,-87.475198,1
146,axis midway truck stop,0,False,False,30.936719,-88.025761,0
147,bay minette minute stop 9,20,False,False,30.951575,-87.856251,1
148,birmingham concoc finley,25,False,False,33.539172,-86.827906,1
149,birmingham finley shell,25,False,False,33.542825,-86.824736,1
150,birmingham flying j travel plaza,25,False,False,33.562502,-86.831128,1
151,birmingham kangaroo express,10,False,False,33.551366,-86.782723,1
152,birmingham pilot travel center,0,False,False,33.529903,-86.850799,0
153,birmingham shell finley,157,False,True,33.542333,-86.82452,1
154,blountsville spring valley super stop,10,False,False,34.165983,-86.516644,1
155,boaz hilley 179 quick mart,100,False,False,34.188954,-86.189397,1
156,boaz kangaroo express,0,False,False,34.217921,-86.157779,0
157,boligee boligee truck stop,10,False,False,32.794266,-88.030246,1
158,brent supermart #355,0,False,False,32.958689,-87.171258,0
159,brewton diamond gasoline,0,False,False,31.136446,-87.069018,0
160,brewton kangaroo express,0,False,False,31.201798,-87.310676,0
161,brewton range shell,10,False,False,31.277368,-87.206299,1
162,brewton yellow hammer travel center,0,False,False,31.200367,-87.311485,0
163,brighton blue bird bp,30,False,False,33.443623,-86.930352,1
164,brighton i-20/59 travel center,4,False,False,33.427161,-86.952323,0
165,brookwood brookwood shell truck stop,60,False,False,33.19049,-87.299717,1
166,brookwood marys travel center,25,False,False,33.19119,-87.299489,1
167,brundidge chevron,15,False,False,31.720333,-85.83011,1
168,brundidge hobo pantry,30,False,False,31.734424,-85.843151,1
169,butler cocos 1,25,False,False,32.082035,-88.222834,1
170,calera speed track,0,False,False,33.104351,-86.735707,0
171,centre grub mart 13,0,False,False,34.156389,-85.697587,0
172,chickasaw chicasaw shell,25,False,False,30.760992,-88.074062,1
173,childersburg kangaroo express,20,False,False,33.282639,-86.361702,1
174,citronelle bp,15,False,False,31.06376,-88.2341,1
175,clanton allens food mart,0,False,False,32.843686,-86.597625,0
176,clanton headco truck stop,0,False,False,32.885932,-86.624942,0
177,clanton loves travel stop,3,False,False,32.843875,-86.591031,0
178,clanton sunny foods,2,False,False,32.801368,-86.577062,0
179,clanton the store,25,False,False,32.858299,-86.640175,1
180,coffeeville gocos,80,False,True,31.755845,-88.085349,1
181,collinsville bp food mart,0,False,False,34.275727,-85.880262,0
182,cottondale pilot travel center,25,False,False,33.178379,-87.444993,1
183,courtland sibley food n fuel,10,False,False,34.686157,-87.309679,1
184,crossville kilpatrick quick mart,5,False,False,34.268585,-86.069824,0
185,cuba rocking chair,75,False,False,0,0,1
186,cullman good hope exxon,15,False,False,34.114977,-86.864968,1
187,cullman jacks truck stop,2,False,False,34.115775,-86.86348,0
188,cusseta bridges travel plaza,85,False,False,32.74471,-85.27959,1
189,dadeville freedom fuel truck stop,0,False,False,32.843905,-85.777394,0
190,daleville inland sun vahey,20,False,False,31.298549,-85.779896,1
191,daleville inland sun valley,50,False,False,31.295189,-85.718026,1
192,daphne cefco,10,False,False,30.656273,-87.85217,1
193,decatur hills bp truck stop,25,False,False,34.601379,-87.035532,1
194,decatur owens quik mart,0,False,False,34.598023,-87.046245,0
195,decatur pilot travel center,0,False,False,34.538008,-86.912874,0
196,demopolis diamond gasoline,25,False,False,32.503068,-87.821942,1
197,demopolis parrs hwy 80 chevron,0,False,False,32.503523,-87.833055,0
198,dothan flying j travel plaza,25,False,False,31.191816,-85.399735,1
199,dothan hobo pantry,90,False,False,31.229188,-85.359821,1
200,dothan kangaroo express,0,False,False,31.252691,-85.392073,0
201,double springs taylor tire service,20,False,False,34.152413,-87.401809,1
202,east brewton kangaroo express,158,False,False,31.096748,-87.064016,1
203,elba sb food mart,0,False,False,31.303788,-86.037988,0
204,elkmont elkmont truck stop,15,False,False,34.916697,-86.909452,1
205,elrod macs travel plaza,25,False,False,33.282106,-87.801507,1
206,emelle mm market,0,False,False,32.831869,-88.30933,0
207,enterprise good to go,25,False,False,31.292503,-85.864977,1
208,enterprise inland sun valley,30,False,False,31.334767,-85.859303,1
209,eutaw mott oil,3,False,False,32.914009,-87.868246,0
210,evergreen diamond gas,25,False,False,31.418665,-87.009143,1
211,evergreen loves travel stop,25,False,False,31.419105,-87.00765,1
212,evergreen owassa exxon,3,False,False,31.50755,-86.923821,0
213,evergreen spirit travel center,25,False,False,31.4593,-86.968099,1
214,fackler fackler texaco truck stop,20,False,False,34.77545929,-85.89340973,1
215,falkville j-mart/322 truck stop,90,False,False,34.368082,-86.888495,1
216,falkville loves travel stop,0,False,False,34.367333,-86.89353,0
217,falkville truck stop,50,False,False,0,0,1
218,fayette fowler oil,50,False,False,33.703087,-87.826703,1
219,fayette handy-mart,25,False,False,33.669695,-87.835681,1
220,fort payne circle k,100,False,False,34.438858,-85.756595,1
221,fort payne kangaroo express,85,False,False,34.438201,-85.755614,1
222,gadsden petro center,0,False,False,33.996617,-86.08344,0
223,gadsden stephens express mart,0,False,False,33.861417,-86.042346,0
224,good hope pilot travel center,8,False,False,34.115917,-86.863534,1
225,grove hill diamond gasoline station,15,False,False,31.698473,-87.776554,1
226,grove hill dunns exxon,162,True,False,31.687436,-87.779802,1
227,grove hill dunns exxon,0,False,False,31.687467,-87.780112,0
228,haleyville scotts kwik mart,70,False,False,34.245175,-87.58453,1
229,hamilton martins food mart,2,False,False,34.1222,-88.041655,0
230,hamilton moores sugar bend,15,False,False,34.138407,-87.909626,1
231,hamilton moores super store,20,False,False,34.06781006,-87.97376251,1
232,hanceville dodge city shell,25,False,False,34.051873,-86.869112,1
233,hanceville parkers 1-65,2,False,False,33.948127,-86.871665,0
234,hanceville petro center,3,False,False,34.05033112,-86.87207794,0
235,hartford sun stop,30,False,False,31.096931,-85.708181,1
236,headland hemdon,2,False,False,31.36006,-85.327314,0
237,headland hobo pantry,40,False,False,31.356415,-85.327472,1
238,heflin heflin texaco,312,True,False,33.654204,-85.5802,1
239,heflin i-20 texaco,3,False,False,33.622977,-85.59446,0
240,heflin shell truck center,0,False,False,33.64401,-85.500737,0
241,heflin state line fuel center,25,False,False,33.646493,-85.505922,1
242,heflin super mart,0,False,False,33.620074,-85.596259,0
243,highland home highland home,10,False,False,31.959687,-86.311465,1
244,hollywood hwy 72 fuel stop,20,False,False,34.710575,-85.970744,1
245,hope hull flying j travel plaza,25,False,False,32.193847,-86.420881,1
246,hope hull loves travel stop,0,False,False,32.19572,-86.41545,0
247,hope hull saveway travel center,0,False,False,32.264047,-86.353688,0
248,huntsville city fuel express,25,False,False,34.771826,-86.516214,1
249,jackson bumpers oil,90,False,False,31.498261,-87.892106,1
250,jackson citgo,85,False,False,31.547444,-87.879917,1
251,jasper loves travel stop,50,False,False,33.791114,-87.23971,1
252,jasper sprint mart,20,False,False,33.810532,-87.281106,1
253,jemison jamison exxon,0,False,False,32.980887,-86.686496,0
254,joppa 4 way quick stop,10,False,False,34.28504,-86.586984,1
255,kansas crossroads bp,80,False,False,33.900926,-87.550592,1
256,kellyton aii-n-1 exxon,25,False,False,32.96757,-86.009952,1
257,knoxville kangaroo express,10,False,False,32.988904,-87.789434,1
258,lillian lillian chevron,4,False,False,30.414452,-87.451377,0
259,lincoln 77 fuel mart,25,False,False,33.597591,-86.118604,1
260,lincoln gupta travel plaza,25,False,False,33.589975,-86.163233,1
261,lincoln i-20 truck stop,8,False,False,33.58937454,-86.16374207,1
262,lincoln pilot travel center,25,False,False,33.593084,-86.159808,1
263,lincoln pilot travel center,20,False,False,33.593876,-86.122238,1
264,lincoln ta travel center,35,False,False,33.58663177,-86.12506104,1
265,linden diamond gasoline station,100,False,False,32.287409,-87.79657,1
266,livingston l&b travel plaza,80,False,False,32.623507,-88.209143,1
267,lowndesboro highway 80 np,30,False,False,32.270986,-86.512484,1
268,loxley loves travel stop,40,False,False,30.654386,-87.759422,1
269,loxley speedway,20,False,False,30.655133,-87.760282,1
270,luverne luverne texaco,100,False,False,31.728997,-86.282281,1
271,lynn moore natural bridge shell,4,False,False,34.085476,-87.594294,0
272,maplesville shop n fill,50,False,False,32.769587,-86.880281,1
273,maplesville triple g truck stop,10,False,False,32.798135,-86.910144,1
274,mccalla caffee junction,10,False,True,33.245746,-87.136619,1
275,mccalla flying j travel plaza,25,False,False,33.322,-87.047,1
276,mccalla loves travel stop,25,False,False,33.279526,-87.09762,1
277,mccalla package 97,0,False,False,33.244872,-87.138328,0
278,mccalla petro center,150,False,False,33.279382,-87.092271,1
279,midland city 231 truck stop,60,False,True,31.294811,-85.477421,1
280,millport mikes 1 stop,25,False,False,33.565729,-88.042219,1
281,mobile express truck wash fuel,255,True,False,30.74222,-88.110744,1
282,mobile exxon,20,False,False,30.71605,-88.134958,1
283,mobile ta travel center,25,False,False,30.498421,-88.333415,1
284,monroeville hemdon oil 157,25,False,False,31.485137,-87.157251,1
285,montgomery byrds pit stop,5,False,False,32.370417,-86.373805,0
286,montgomery montgomery marathon,89,True,False,32.296484,-86.195529,1
287,montgomery ta travel center,25,False,False,32.327703,-86.332562,1
288,moody brompton chevron,0,False,False,33.576781,-86.476577,0
289,moody loves travel stop,6,False,False,33.575347,-86.477547,1
290,moulton cowboys,125,True,False,34.464118,-87.254325,1
291,moulton shelton jiffy mart,100,False,False,34.514121,-87.291984,1
292,mt vernon ocs quick stop,90,False,True,31.123314,-88.009631,1
293,muscle shoals happys chevron 3,0,False,False,34.758852,-87.632238,0
294,muscle shoals loves travel stop,6,False,False,34.697997,-87.633607,1
295,opelika circle k,3,False,False,32.64409,-85.348931,0
296,opelika joes grocery,25,False,False,32.674315,-85.334143,1
297,opelika m m grocery,80,False,False,32.602788,-85.340103,1
298,opp hobo pantry,8,False,False,31.26935,-86.248905,1
299,owassa owassa bp,25,False,False,31.504292,-86.922447,1
300,oxford kangaroo express,0,False,False,33.602522,-85.833318,0
301,ozark hobo pantry,0,False,False,31.439393,-85.643015,0
302,ozark kangaroo express,5,False,False,31.425092,-85.617793,0
303,ozark loves travel stop,10,False,False,31.427464,-85.619987,1
304,ozark usa travel center,0,False,False,31.467061,-85.674998,0
305,pelham allens food mart,25,False,False,33.276781,-86.793154,1
306,pelham kangaroo express,70,False,False,33.336401,-86.780996,1
307,pelham the store,25,False,False,33.335164,-86.783094,1
308,perdido diamond gasoline,14,False,True,31.020048,-87.657724,1
309,phenix city citgo truck plaza,5,False,False,32.453218,-85.013459,0
310,pine hill econ,25,False,False,31.983792,-87.580031,1
311,prichard loves travel stop,1,False,False,30.740619,-88.110842,0
312,river falls inland sun valley,50,False,False,31.348725,-86.534972,1
313,roanoke welch one stop,0,False,False,33.088072,-85.337849,0
314,robertsdale oasis travel center,80,False,False,30.63036,-87.61551,1
315,satsuma pilot travel center,2,False,False,30.872181,-88.046418,0
316,scottsboro goosepond bp food mart,5,False,False,34.609892,-86.069395,0
317,scottsboro kangaroo express,60,False,False,34.641081,-86.049482,1
318,Selma Crossroads Exxon,125,False,False,32.434166,-87.062242,1
319,Selma Jones Truck Stop,25,False,False,32.434056,-87.061281,1
320,Selma Mr Roys Convenience Store,20,False,False,32.43292,-87.042983,1
321,Selma Petro Food Gas,35,False,False,32.354132,-86.969207,1
322,Semmes Circle K,30,False,False,30.818926,-88.2588386,1
323,Shorter Loves Travel Stop,5,False,False,32.405393,-85.95731,0
324,Shorter Petro Center,25,False,False,32.40588,-85.956023,1
325,Shorter Tiger Pride LLC,5,False,False,32.425819,-85.89858,0
326,Silas Cocos 3,100,False,False,31.778198,-88.328354,1
327,Snead Snead BP,50,True,False,34.119507,-86.394871,1
328,Snead Snead Chevron,10,False,False,34.119621,-86.396076,1
329,Snead Steves Mini Mart,5,False,False,34.118738,-86.393712,0
330,Steele Loves Travel Stop,25,False,False,33.933293,-86.191211,1
331,Steele Steele City Truck Stop,1,False,False,33.934376,-86.195795,0
332,Sylacauga Allens Food Mart,3,False,False,33.165819,-86.277551,0
333,Sylacauga Shop N Fill,90,False,False,33.110447,-86.234296,1
334,Theodore Pilot Travel Center,50,False,False,30.559286,-88.205323,1
335,Theodore Stop N Shop,10,False,False,30.553936,-88.124232,1
336,thomasville cesco 485,0,False,False,31.945718,-87.738427,0
337,thomasville circle b,65,False,False,31.937985,-87.737458,1
338,thomasville cuzzs,20,False,False,31.946337,-87.738577,1
339,troy flash mart,0,False,False,31.777609,-85.937727,0
340,troy kangaroo express,0,False,False,31.790638,-85.974822,0
341,tuscaloosa food mart 9,25,False,False,33.19714,-87.595411,1
342,tuscaloosa kangaroo express,5,False,False,33.146478,-87.545093,0
343,tuscaloosa pilot travel center,0,False,False,33.172914,-87.478337,0
344,tuscaloosa ta travel center,25,False,False,33.176856,-87.446451,1
345,tuscumbia arnolds truck stop,5,False,False,34.70118,-87.645913,0
346,tuscumbia happys,125,False,False,34.717003,-87.695753,1
347,tuscumbia quik mart,151,True,False,34.710741,-87.666362,1
348,tuscumbia quik stop,37,False,False,34.716334,-87.689224,1
349,tuscumbia sprint mart,0,False,False,34.709506,-87.744414,0
350,tuskegee torch 85 truck stop,0,False,False,32.490079,-85.637101,0
351,union springs greenway express,12,False,False,32.143467,-85.713425,1
352,valley spectrum,30,False,False,32.820631,-85.212095,1
353,verbena shop n fill,50,False,False,32.740917,-86.538192,1
354,wadley home town market,0,False,False,33.116038,-85.550415,0
355,webb exprezit citgo,15,False,False,31.25851,-85.275617,1
356,wetumpka hdley mart 4,25,False,False,32.554131,-86.215498,1
357,wills crossroads jps general store,25,False,False,31.556907,-85.179866,1
358,winfield token,0,False,False,33.987517,-87.77656,0
359,york york truck plaza,25,False,False,32.518158,-88.298312,1
360,alma alma travel mart,0,False,False,35.487726,-94.225532,0
361,alma hilltop travel center,80,False,False,35.539385,-94.228817,1
362,alma loves travel stop,80,False,False,35.53994,-94.235832,1
363,arkadelphia valero t-ricks,2,False,False,34.23433,-93.006197,0
364,ashdown road mart,50,False,False,33.662542,-94.119638,1
365,atkins blackwell travel center,55,False,False,35.221265,-92.826124,1
366,augusta food fast,10,False,False,35.293399,-91.368007,1
367,augusta valero,25,False,False,35.293417,-91.357557,1
368,bald knob bald knob travel center,100,False,False,35.323428,-91.56125,1
369,bald knob on the run lexxon),3,False,False,35.32146,-91.561519,0
370,batesville exxon,5,False,False,35.787915,-91.64176,0
371,batesville tiger mart 102,40,False,False,35.736229,-91.638895,1
372,bee branch jp flash market,40,False,False,35.472765,-92.418082,1
373,beebe exxon auto truck center 101,15,False,False,35.068591,-91.908081,1
374,benton jjs truck stop,25,False,False,34.483342,-92.725649,1
375,benton pilot travel center,25,False,False,34.608372,-92.533303,1
376,bentonville e-z mart 425,25,False,False,36.356718,-94.184337,1
377,bentonville fastrip 25,150,False,True,36.369997,-94.221008,1
378,black rock kum go,70,False,False,36.10437,-91.099664,1
379,blytheville exxon,9,False,False,35.88911,-89.918965,1
380,blytheville exxon,0,False,False,35.888502,-89.918487,0
381,blytheville flash market,5,False,False,35.928676,-89.878738,0
382,blytheville loves travel stop,3,False,False,35.885131,-89.918335,0
383,boles freds truck stop,40,False,False,34.752098,-94.076077,1
384,brinkley flash market,0,False,False,34.911867,-91.195428,0
385,brinkley flash market 49,94,False,False,0,0,1
386,bryant speedzone conoco,25,False,False,34.616729,-92.498992,1
387,cabot exxon travel center,0,False,False,34.951404,-92.06721,0
388,caddo valley jordans kwik stop,0,False,False,34.20605,-93.079059,0
389,caddo valley jordans kwk stop,4,False,True,34.188954,-93.072241,0
390,caddo valley pilot travel center,8,False,False,34.18706,-93.071372,1
391,camden gas mart,25,False,False,33.614199,-92.771628,1
392,camden horizon food-gas in,25,False,False,33.587042,-92.878358,1
393,camden pit stop,25,False,False,33.556623,-92.827237,1
394,carlisle conoco auto truck stop,75,False,False,34.796164,-91.751298,1
395,choctaw citgo fuel stop,25,False,False,35.527974,-92.44221,1
396,clarksville exit 57 auto truck express,3,False,False,35.456664,-93.483069,0
397,clarksville exxon tigermart autotruck center,20,False,False,35.463418,-93.522394,1
398,clarksville hwy 1 09 truck plaza,25,False,True,35.426143,-93.529008,1
399,clinton flash market 46,25,False,False,35.596164,-92.458319,1
400,conway mapco express,15,False,False,35.066109,-92.422598,1
401,crossett pd one stop,25,False,False,33.134992,-91.966645,1
402,crossett road mart,50,False,False,33.136497,-91.953883,1
403,de valls bluff break time,2,False,False,34.786224,-91.457843,0
404,de witt conoco 1 stop,0,False,False,34.282433,-91.332673,0
405,dermott flash market 104,25,False,False,0,0,1
406,dierks wards fuel stop,25,False,False,34.116372,-94.021946,1
407,dumas cashs travel plaza,0,False,False,33.901477,-91.492613,0
408,dumas matthews little store,25,False,False,33.903527,-91.49353,1
409,earle shell lake travel center,0,False,False,35.14402,-90.489192,0
410,earle ta travel center,0,False,False,35.136212,-90.48799,0
411,east camden murphy convenience center,25,False,False,33.611187,-92.755165,1
412,el dorado missile mart,25,False,False,33.208066,-92.718999,1
413,el dorado missile mart1,5,False,False,33.257042,-92.645252,0
414,el dorado mobil expressway,170,True,False,33.213693,-92.632943,1
415,el dorado t-models pit stop,3,False,False,33.196106,-92.692154,0
416,fayetteville tobos 66,25,False,False,35.997173,-94.198245,1
417,fordyce baileys super store,30,False,False,0,0,1
418,fordyce circle n,15,False,False,33.824187,-92.426905,1
419,fort smith diamond shamrock,8,False,False,35.403773,-94.367687,1
420,fort smith rons,45,False,False,35.279461,-94.375676,1
421,fort smith short stop truck stop,0,False,False,35.314192,-94.401382,0
422,fulton red river truck stop,15,False,False,33.612475,-93.80241,1
423,gassville flash market,0,False,False,36.283899,-92.490389,0
424,gassville on the run,25,False,False,36.287194,-92.482149,1
425,gillham e-zmart39,50,False,False,0,0,1
426,glencoe j and p flash market,5,False,False,36.293345,-91.745238,0
427,glenwood cattlemens trail stop,25,False,False,34.321288,-93.548526,1
428,green forest powells one stop,25,False,False,36.338816,-93.458809,1
429,greenbrier colts quick draw,0,False,False,35.260005,-92.387444,0
430,gurdon southfork truck stop,10,False,False,33.998534,-93.184127,1
431,hampton missile mart 2,10,False,False,33.537573,-92.4698,1
432,harrison white oak station truck travel plaza,10,False,False,36.190542,-93.030672,1
433,hazen t ricks,15,False,False,34.815953,-91.566841,1
434,hensley forest tower food mart,150,False,False,34.4840968,-92.34859,1
435,hermitage hermitage shell,25,False,False,33.452723,-94.026678,1
436,hope triple j shell,15,False,False,33.693379,-93.599289,1
437,huntsville kings river country store,25,False,False,36.1392,-93.584386,1
438,jonesboro loves travel stop,25,False,False,35.805002,-90.636259,1
439,jonesboro snappy mart 1 9,25,False,False,35.80450821,-90.6251297,1
440,lake village loves travel stop,10,False,False,33.330293,-91.292575,1
441,lake village ricks express,25,False,False,33.300637,-91.279094,1
442,leslie wades,80,False,False,35.827541,-92.561924,1
443,little rock county line superstop,70,False,False,34.642045,-92.442876,1
444,little rock dlxon rd exxon,0,False,False,34.672049,-92.264342,0
